TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage	List Office Nm	LO	List Agent	LAG	Co-list Nm	Co-Lister	List Off. Ph.	List Dt Rcvd	List Agent Ph.	Selling Off. Nm	SO	Selling Agent	SAG	Selling Agent Ph.	Coop Comp	SCI
AT	3440	N	LAKE SHORE	DR	7B	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo		1955	07163669	CLSD		209900	195000	195000	199000	Conventional	N/A	98%	93%	56	56	14213070471058				1405.26	None	2007	598	No		No			7		800					E (East), Lake/Water	4	1	1	0	1		1	0	1		None	None	SPACIOUS NEWLY RENOVATED 1BR IN FULL AMENITY BUILDING. HUGE PRIVATE BALCONY OVERLOOKING LAKE MICHIGAN & BELMONT HARBOR. SUNNY CONDO FEATURES BAMBOO HWD FLOORS, GREAT KITCHEN WITH FORMAL EAT-IN DINING ROOM. HUGE LIVING ROOM WITH LARGE UPDATED BATH, AND TONS OF STORAGE AND CLOSET SPACE. AMAZING LOCATION IN HEART OF LAKEVIEW, STEPS FROM LAKE, SHOPPING, RESTAURANTS, AND ENTERTAINMENT. VALET PKTG, NO WAIT LIST. MUST SEE!!	EASY TO SHOW!		Central Air	Gas				Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Pool-Outdoors, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal												Hardwood			Ceramic Tile	Hardwood	None	Carpet				15X12	21X14	10X08		9X9			Separate	Balcony	03/18/2009	05/12/2009	05/12/2009	07/06/2009		Berkshire Hathaway HomeServices KoenigRubloff	10988	Jennifer Mills	121063	Tracy Hoggatt	175237	(312) 944-8900	03/18/2009	(773) 914-4422	Coldwell Banker Residential	10115	Al Michel	147157	(312) 493-1927	2.5%-$150	None
AT	3440	N	LAKE SHORE	DR	14E	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo		1957	07369111	CLSD		139900	100000	100000	99900	Conventional	F	100%	71%	265	147	14213070471145				1286.64		2008	508	No		No			14		0	Not Reported					3	1	1	0	1		1	0			None	None	This is a very well kept 1 bedroom, 1 bath, with hardwood floors, low maintenance, move in ready!  Corp. owned, sold as is.  No survey, no termite, no disclosures. Buyer resp for any/all inspections, compliances, and escrows as needed. Fax all offers w/proof of funds or prequal letter. EM MUST be certified $1000 min. Tax proration 100%.	Close before May 1 and receive 3.5% in closing costs or appliances,  See HomePath.com Special Offers or ask me for details. Fax 708-922-1438		None	Other			No				Water, Gas, Doorman, TV/Cable, Exercise Facilities																	None					12X10	14X10	12X10							10/28/2009	03/23/2010	03/23/2010	06/17/2010		GTRealty LLC	60694	Mark Groble	607791	 		(708) 922-3777	10/30/2009	(708) 922-3777	Classic Realty Group, Inc.	24568	Marilyn Jordan	227466	(630) 234-3662	3%	Variable
AT	3440	N	Lake Shore	DR	17F	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo, High Rise (7+ Stories)		1955	07392979	CLSD		159900	135000	135000	134900	Conventional	F	100%	84%	68	68	14213070471187				2281.61		2007	520	No		No			17		800					S (South), W (West)	4	1	1	0	1		1		1	Attached	None		1 bed 1 bath condo in great location features city views, large upgraded kitchen. Building features, 24 hr door person, workout room. Bank owned REO. Illinois Condo Act: 765 ILCS 605/9(g/4). SOLD "AS IS". NO DISCLOSURES OR SURVEY. TAXES PRORATED AT 100%.  Commission paid will be based off the sale price minus seller concessions.	BANK OWNED FORECLOSURE. MUST SUBMIT ALL OFFERS WITH PROOF OF FUNDS OR BANK OF AMERICA PRE-APPROVAL LETTER. NO OFFERS WILL BE SUBMITTED WITHOUT ONE OR THE OTHER. NO EXCEPTIONS. FAX TO 773-681-7111, CALL NAN @ B OF A FOR APPROVAL 847-816-1377		Central Air	Gas						Door Person, Coin Laundry, Commissary, Elevator, Exercise Room, Storage, On Site Manager/Engineer	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Scavenger, Snow Removal																	None					14X11	21X13	9X8		8X8					12/06/2009	02/11/2010	02/11/2010	03/05/2010		@properties	17665	Nicholas Tufano	117026	 		(312) 506-0200	12/06/2009	(773) 395-1000	Crosstown Realtors, Inc.	21139	Chris Fischer	226116	(815) 210-7252	3%	None
AT	3440	N	LAKE SHORE	DR	16D	Chicago	Illinois	60657	8006	Cook		299	299	230	Condo, High Rise (7+ Stories)		1955	07458760	CLSD		289900	259000	259000	289900	Conventional	N/A	89%	89%	91	91	14213070471171				3236.83	Homeowner	2008	975	No		No			16		0	Not Reported				N (North), E (East), W (West)	5	2	2	0	2		2		2		Full	Finished	RARELY AVAILABLE CORNER UNIT ON HIGH FLOOR WITH THREE EXPOSURES WITH DIRECT VIEW OF BELMONT HARBOR.  KITCHEN WITH 42' INCH CABINETS, GRANITE COUNTERTOPS.  HARDWOOD FLOORS IN LR/DR & HALL. CABINETS & GRANITE COUNTER IN THE HALL.  MIRRORED CLOSET DOORS  &  UPDATED BATHROOMS.  NO WAITING FOR PARKING.  OVERSIZED STORAGE SPACE.  SHORT NOTICE FOR SHOWING OK.			Central Air	Forced Air, Indv Controls		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance							Carpet					Hardwood			Marble	Hardwood	Full	Carpet	11X14			13X15	15X21	9X8		8X9		Separate Shower	L-shaped	Storms/Screens, End Unit	03/03/2010	06/01/2010	06/01/2010	08/05/2010		RE/MAX City	17299	Anna Gorka	106490	 		(773) 775-0600	03/03/2010	(773) 443-1927	David McIntosh	1089	Howard Andron	26491	(773) 972-5333	2.5%-$285	None
AT	3440	N	Lake Shore	DR	8F	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo	27	1955	08236342	CLSD		128000	120000	120000	125000	Cash	S	96%	94%	30	30	14213070471076				2326.55		2011	537	No		No	No		8		800	Estimated					4	1	1	0	1	0	1		0	None	None	None	BEAUTIFUL AND BRIGHT 1 BDRM CONDO WITH BALCONY AND UNOBSTRUCTED WEST VIEW.  HW FLOORS IN LR, DR JOGGING/BIKE PATH AS WELL AS BUS STOP. ASSESSMENTS INCLUDE CABLE, GAS/HEAT, C/A, 24 HR DOOR-STAFF, NO PETS, FHA APPROVED BUILDING. GARAGE PARKING CAN BE LEASED FOR $150/MONTH.	CC: Pursuant to Short Sale. CC: Pursuant to Short Sale.  ALL EARNEST MONEY MUST BE IN CERTIFIED FUNDS. ANY REDUCTION OF COMMISSION WILL BE SHARED EQUALLY BETWEEN THE BROKERAGE FIRMS.  Association dues will go up 4.5% in January		Central Air	Gas			No				Gas, Doorman, Exterior Maintenance, Other	Lieberman Management	Eadka Tidwell	(773) 348-2777x1									Wood Laminate			Wood Laminate	Wood Laminate	None					14X11	21X13	9X8		8X8	No additional rooms				12/17/2012	01/15/2013	01/15/2013	05/06/2013		Classic Realty Group, Inc.	24568	Judy Cox, ABR,CNC,CRS,GRI,PMN,SFR,SRES	221260	 		(630) 377-5500	12/17/2012	(630) 546-7276	Berkshire Hathaway HomeServices KoenigRubloff	10317	Jeremiah S Fisher	179757	(312) 543-8480	2.5% -$200 (on Net SP)	Short Sale
AT	3440	N	LAKE SHORE	DR	19A	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo, High Rise (7+ Stories)		1955	07689455	CLSD		399000	350000	350000	374000	Cash	N/A	94%	88%	146	146	14213070471208				7328.61		2009	1653	No		No	No		19		0	Not Reported				N (North), S (South), E (East)	6	3	3	0	2	0	2		2	Attached	None	None	N/E CORNER PENTHOUSE UNIT. SPECTACULAR VIEWS OF LAKE, BELMONT HARBOR & DRIVE FROM THIS HIGH FLR 3BR/2BTH UNIT. TERRIFIC FLR PLAN W/SEP DINING AREA, AMPLE CLST SPACE NEWER POGENPOHL KITCHEN, UPGRD BATHS, 3RD BR USED AS DEN. CLASSICALLY COOL RETRO BLDG W/24HR DRMN, ON-SITE MANAGEMENT, GARAGE, EXERCISE FACILITIES. SHPPG, RESTS & LAKE JUST STEPS FROM YOUR DOOR.ASMTS INCL:HEAT, AIR & CABLE. 2-CAR GAR PKG ON SITE, NO WAIT.			Central Air	Gas, Indv Controls		Hardwood Floors	YES	Oven/Range, Dishwasher, Refrigerator, Washer, Dryer		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Receiving Room, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal							Carpet	Carpet				Hardwood			Vinyl	Hardwood	Full	Carpet	11X14	10X13		16X12	22X23	07X16		10X12	No additional rooms		Separate		12/07/2010	05/01/2011	05/01/2011	06/03/2011		Jameson Sotheby's Intl Realty	10646	Brenda Tabak	105584	 		(312) 751-0300	12/07/2010	(312) 929-1514	Richard Cohn Real Estate	4207	Paul Molinelli	845534	(773) 339-5414	2.5% - $295 (on Net SP)	None
AT	3440	N	LAKE SHORE	DR	17E	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo, High Rise (7+ Stories)	19	1955	08324109	CLSD		180000	170000	170000	180000	Conventional	N/A	94%	94%	31	31	14213070471186				2465.55	None	2011	570	No		No	No		17		0	Not Reported				W (West), City	4	1	1	0	1	0	1		1	Attached	None	None	Beautifully updated large 1BR w/smart floor plan. Features giant balcony, new kit w/hdwd cabinets, ss apps, granite counters & backsplash; new bath w/inset shelves, granite & glass vessel sink. Building extremely well run w/24hr door staff & valet parking. ASM includes heat, A/C, gas and cable. This is the 1 bedroom you’ve been looking for, across the street from Belmont Harbor & close to Wrigleyville entertainment.		1	Central Air	Gas, Forced Air		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	N/A	N/A	(000) 000-0000									Hardwood			Hardwood	Hardwood	None	Hardwood				14X11	13X21	09X08		09X08	No additional rooms		Combined w/ LivRm	Balcony	04/23/2013	05/23/2013	05/23/2013	08/27/2013		Coldwell Banker Residential	10115	Niko Apostal	111456	 		(312) 266-7000	04/23/2013	(773) 516-0661	Urban Domain	16648	Meredith Voegtle	177395	(773) 592-9227	2.5%-$250 (on Net SP)	None
AT	3440	N	LAKE SHORE	DR	10G	Chicago	Illinois	60657	8006	Cook		299	299	263	Condo, High Rise (7+ Stories)	16	1968	08384064	CLSD		230000	215000	215000	230000	Cash	N/A	93%	93%	9	9	14213070471105				2921		2012	867	No		No	No		10		1200	Other				E (East), W (West)	5	2	2	0	2	0	2		1	Attached	None	None	Imagine unobstructed views of sailboats docked in Belmont Harbor and breathtaking sunrises over Lake Michigan. Now imagine yourself calling it home. This spacious 2 bedroom and 2 bathroom condo has a newer kitchen, updated bathrooms, and new laminate hardwood floors through-out.  Valet parking is only $150.  Near buses, shops, restaurants, Belmont Yacht Club, jogging and bike paths. Building has great reserves.	Easy to show. Present business card and ID to doorman.		Central Air	Gas, Forced Air, Indv Controls			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Receiving Room, Service Elevator	Heat, Air Conditioning, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Lawn Care, Scavenger, Snow Removal	NONE	NONE	(999) 999-9999				Wood Laminate					Ceramic Tile			Ceramic Tile	Wood Laminate	Full	Wood Laminate	14X11			15X13	21X15	9X8		9X8	No additional rooms		Combined w/ LivRm		07/02/2013	07/10/2013	07/10/2013	07/29/2013		Coldwell Banker Residential	10115	Nancy Gardner	129641	 		(312) 266-7000	07/02/2013	(312) 933-7484	@properties	15694	Jennifer Lapins	139075	(312) 772-5010	2.5%-$250 (on Net SP)	None
AT	3440	N	Lake Shore	DR	17F	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo	20	1955	08430437	CLSD		179900	164000	164000	174900	FHA	N/A	94%	91%	84	84	14213070471187				1920.59		2012	570	No		No	No		17		800	Estimated				City	4	1	1	0	1	0	1		1	Attached	None	None	BEAUTIFULLY UPDATED 17TH FLOOR UNIT W/ AMAZING VIEWS OF THE CITY FROM THE PRIVATE BALCONY! GORGEOUS KITCHEN W/ LOADS OF CABINET SPACE, GRANITE COUNTERS & BACK SPLASH, & STAINLESS STEEL APPLIANCES! SPACIOUS LIVING & DINING AREA W/ UPDATED FIXTURES & FLOORING! GREAT BUILDING ACROSS FROM BELMONT HARBOR W/ DOOR STAFF, AVAILABLE VALET PARKING, EXERCISE ROOM, STORAGE, & CLOSE TO EVERYTHING YOU COULD WANT! TRULY A MUST SEE!	**24-HR Notice Appreciate**  Please send offers along with Pre-Approval/POF & Contract Rider to tim@chrisfischeronline.com.  Please schedule showings through showing assist & await confirmation. **FHA APPROVED BUILDING**		Central Air	Gas, Forced Air, Indv Controls			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Park/Playground, Receiving Room, Security Door Locks, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management	Eadka Tidwell	(773) 348-2777x1									Wood Laminate	TV-Cable, CO Detectors		Ceramic Tile	Wood Laminate	None	Wood Laminate				16X12	21X13	10X8		10X8	Foyer		L-shaped	Balcony, Storms/Screens, Grill-Outdoors, Cable Access	08/27/2013	11/18/2013	11/18/2013	12/18/2013		Crosstown Realtors, Inc.	21139	Chris Fischer	226116	 		(708) 889-1500	08/27/2013	(815) 210-7252	Conlon: A Real Estate Company	85475	Susanna Cherubin-Delisi	118865	(773) 457-8011	2.5% ON NET (on Net SP)	None
AT	3440	N	LAKE SHORE	DR	11B	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo, High Rise (7+ Stories)	18	UNK	08435040	CLSD		219900	215000	215000	219900	Cash	N/A	98%	98%	180	180	14213070471114				1511.25	Homeowner, Senior	2012	703	No		No	No		11		0	Not Reported				N (North), E (East)	4	1	1	0	1	0	1	0	2	Attached	None	None	FEEL LIKE YOU'RE ON VACATION IN THE BEST 1-BEDROOM ON LAKE SHORE DRIVE!  WATCH THE BOATS FROM YOUR LARGE TERRACE WITH UNOBSTRUCTED VIEWS OF THE PARK, HARBOR AND LAKE BEYOND.  BEAUTIFUL CRISP NEUTRAL DECOR THROUGHOUT, CUSTOM CABINETS, NEW RANGE AND MICRO. BLDG HAS GREAT WORK OUT ROOM.  WALK TO SHOPS, CAFES, TREASURE ISLAND.  TRANSPORTATION AT YOUR DOORSTEP. 24-HOUR DOORMAN. MOVE RIGHT IN!			Central Air	Gas, Forced Air			No	Oven/Range, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable	Lieberman	Eadka Tidwell	(773) 348-2777x1									Carpet		Other	Other	Carpet	None	Carpet				14X13	23X13	9X8		10X8	Foyer, Terrace			Balcony	09/03/2013	03/01/2014	03/01/2014	04/30/2014		Berkshire Hathaway HomeServices KoenigRubloff	84215	Brad Lippitz	126952	 		(773) 404-1144	09/03/2013		Baird & Warner	10274	Rod Salaysay	151374	(773) 208-5187	2.5% - $325 (on Net SP)	None
