TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage
AT	180	E	Pearson	ST	6002	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo, High Rise (7+ Stories)	72	1975	09501965	ACTV		1849000	1849000		1849000					46	46	17032260651184				19806.14	Homeowner, Senior	2015	2633	No		No	No		60		2975	Estimated	0		0	N (North), City, Lake/Water	7	3	3	0	3	0	3		1	Attached	None	None	Enjoy sweeping northern and eastern views from this expansive high floor residence at Water Tower! Open living and dining space makes for a spectacular space to entertain. The well appointed, newer eat-in kitchen features granite counters,  a built-in desk space, breakfast bar, walk-in pantry, table space, and direct access to the full size laundry room. A gallery hallway leads to each of the three ensuite bedrooms, including the luxe master suite with dual walk-in closets, and the oversized bath with soaking tub, double sinks, large shower with body sprays, and a sauna. A large storage/utility room can also be found in this nearly 3000 square foot home. This is a pet friendly, full service building with a twenty four hour doorstaff, parking, on-site management, and all of the amenities of the attached Ritz Carlton to include pool, fitness center, and spa!	Monthly Parking Options: Unreserved $365, Reserved $425, Valet $510		Central Air	Electric, Radiant, Indv Controls, Zoned		Bar-Wet, Hardwood Floors, 1st Floor Laundry, Storage	No	Oven/Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Water, Common Insurance, Security, Doorman, TV/Cable, Pool, Exterior Maintenance, Scavenger, Snow Removal	.	.	(000) 000-0000				Carpet	Hardwood				Carpet			Ceramic Tile	Carpet	Full	Carpet	17X14	16X15		17X16	26X16	12X12		17X13	Foyer, Breakfast Room	Separate Shower	Separate, L-shaped		02/13/2017				
AT	180	E	Pearson	ST	3801	Chicago	Illinois	60611	8008	Cook		299	299	250	High Rise (7+ Stories)	74	1979	09559971	PEND		1300000	1300000		1300000					1	1	17032260651036	No			18633	Homeowner	2015	2439	No		No	No		38		2789	Estimated	0		0		7	3	3	0	3	1	3.1		2	Attached	None	None	Lovely North and West views from this three bedroom home in the fabulous Water Tower Place.	Lovely North and West views from this three bedroom home in the fabulous Water Tower Place.		Central Air	Electric			No				Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Wi-Fi, Internet Access	Leiberman Management	Patricia Salinski	(312) 337-5303														Full		0X0	0X0		0X0	19X30	11X15	13X15	15X16	No additional rooms	Separate Shower, Double Sink			03/09/2017	03/09/2017	03/09/2017		
AT	180	E	Pearson	ST	5505	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo	72	1975	09228056	A/I	A/I	2950000	2950000		2950000					319	319	17032260651157				21078.60	None	2015	2889	No		No	No		55		2975	Estimated				S (South), E (East), W (West), City, Lake/Water, Park	6	3	3	0	3	0	3	1	2	Attached	None	None	The latest offering in 'The Collection' by Centaur Interiors is a 3000 square foot south facing home in the iconic Water Tower Residences, one of Chicago’s most beloved buildings. The condo has been transformed into a gorgeous, custom home incorporating the hallmark traits of Centaur Interiors; the finest materials and fixtures, state-of-the-art technology, and precise attention to detail. Views to the south are stunning, with the lake and Navy Pier to the east, the dramatic city skyline to the south, and sunset views to the west; the city in all its splendor. Details: gracious living spaces; three luxurious bedroom suites; sleek, spa like master bath; extraordinary kitchen; state-of-the-art technology; luxurious custom appointments throughout. The AAA+ amenities of the Residences and Ritz Carlton are your to enjoy; concierge, attentive 24-hour door staff, fitness center, pool, room service, valet parking.	Parking = $365/mo for unreserved, $425/mo for reserved and valet at $510/mo		Central Air	Electric, Radiant, Indv Controls		Bar-Dry, Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Wine Cooler/Refrigerator		Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant, Security Door Locks, Service Elevator, Steam Room	Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management Services	Jeff Hoosin	(312) 337-5303		Yes		Hardwood	Hardwood				Hardwood	Humidifier, TV-Cable		Hardwood	Hardwood	Full	Hardwood	16X14	16X15		16X16	15X13	13X16		15X13	Foyer, Pantry, Storage, Utility Room-1st Floor, Walk In Closet, Other	Separate Shower, Steam Shower, Double Sink, Full Body Spray Shower, Double Shower, Soaking Tub	Combined w/ LivRm	Storms/Screens	05/16/2016	08/03/2016			
AT	180	E	Pearson	ST	6102	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo, High Rise (7+ Stories)	72	1975	09258204	PEND		2200000	1900000		1900000					457	273	17032260651190				20639.87	Homeowner, Senior	2015	2634	No		No	No		61		2975	Estimated				N (North), City, Lake/Water	6	3	3	0	3	0	3		0	Attached	None	None	MAGNIFICENT WATER TOWER PLACE! TOTAL RENOVATION FEATURES NORTH EXPOSURE WITH LAKE/SHORELINE VISTAS.2 BEDROOMS/3 FULL BATHS PLUS DEN/LIBRARY/OFFICE,APPROX 2975 SQFT, METICULOUS ATTENTION TO EVERY DETAIL.HDWD FLOORS THRU-OUT,CROWN MOLDING.TOP OF THE LINE KITCHEN WITH ALL SS APPLIANCES INCLUDING MIELE,WOLFE,SUBZERO, WINE REFRIG,DROP-IN SINK,LAUNDRY ROOM W/ SS LG W/D,GENEROUS CUSTOMIZED STORAGE. A MUST SEE! CAN BE SOLD FURNISHED, TOO.	FLOOR PLAN UNDER " ADDITIONAL INFORMATION". Parking Options: Un-reserved $365/mo,Reserved $425/Mo, Valet $510/Mon. ALSO CAN BE SOLD FURNISHED...		Central Air	Electric, Radiant, Indv Controls, Zoned		Bar-Wet, Hardwood Floors, 1st Floor Laundry, Storage	No	Oven/Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Water, Common Insurance, Security, Doorman, TV/Cable, Pool, Exterior Maintenance, Scavenger, Snow Removal	.	.	(000) 000-0000				Carpet	Hardwood				Hardwood			Ceramic Tile	Hardwood	Full	Carpet	16X15	15X14		17X14	26X16	20X12		17X12	Foyer	Separate Shower	Separate, L-shaped		06/15/2016	03/14/2017	03/14/2017		
AT	180	E	Pearson	ST	7106	Chicago	Illinois	60611	8008	Cook	WATER TOWER RESIDENCES	299	299	260	Condo, Condo-Duplex	72	1974	09480347	ACTV		1425000	1425000		1425000					72	72	17032260651254				17956.00	None	2015	2292	No		No	No		71		2268	Builder	0		0	S (South), E (East), City, Lake/Water	5	2	2	0	2	1	2.1	0	2	Attached	None	None	Rarely available and simply spectacular penthouse duplex condo at Water Tower place. Attention to detail is apparent throughout the home: rich herringbone wood floors, luxe finishes & custom fixtures. Enjoy stunning lake, harbor, and city views form the picture windows in every room. The first floor is perfect for entertaining and features a generous living room/dining room with large open kitchen, laundry room, powder room and storage closet. Access your private suite of bedrooms via a beautifully handcrafted staircase. On the second level you will find gorgeous built-ins, a very generous master bedroom plus a guest suite. Both have en-suite baths and generous closets including two walk-ins. Owners have Ritz Carlton Club fee- membership privileges. It doesn't get any better than this!	THREE PARKING OPTIONS ONSITE: $365 NON-RESERVED, $425 RESERVED, AND $510 FOR VALET. MANAGEMENT STATES RESERVES ARE APPROXIMATELY $21,000,000		Central Air	Electric, Radiant, 2+ Sep Heating Systems, Zoned		Hardwood Floors, 1st Floor Laundry, Laundry Hook-Up in Unit	No	Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Wi-Fi, Internet Access	Lieberman Management	Jeffrey Hoosin	(312) 337-5303		Yes		Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	14X14			15X14	24X14	12X10		16X14	No additional rooms	Whirlpool, Separate Shower	Combined w/ LivRm	Cable Access	01/18/2017				
AT	180	E	PEARSON	ST	6506-07	Chicago	Illinois	60611	8008	Cook	WATER TOWER RESIDENCES	299	299	260	Condo, High Rise (7+ Stories)	72	1975	09358840	ACTV		4500000	4250000		4250000					178	178	17032260651219				42071.71	Homeowner	2015	5431	No		No	No		65		5250	Plans				S (South), W (West), City, Lake/Water	10	4	4	0	4	1	4.1		1	Attached	None	None	Price REDUCED $250,000! Enjoy the exquisite views from every window in this timeless Marvin Herman designed apartment atop the Ritz Carlton hotel on the 65th and 66th floors of Water Tower.  Southwest corner and south facing duplex apartments were combined to create a one-of-a-kind nearly 5,250 SF luxury apartment with the highest quality finishes.  Finishes include marble floors with inlays, cherry hardwood floors with ebony details, custom cherry built-in cabinets, bookcases & millwork, silk wall coverings, designer lighting, electric shades and more.  Flexible and livable floor plan provides for up to 4 bedrooms, 4 bathrooms, powder room, library, u-shaped living room and dining room, wet bar, gracious foyer, wide hallways and large kitchen with high-end appliances and breakfast room.  Ascend the architectural staircase to enter the private master bedroom suite with two bathrooms, one with shower that has amazing water and south views, large soaking tub and two large walk-in closets	See listing agents for list of exclusions.  The building has a reputation for a high level of service, amenities include concierge, 24-hour door staff, valet parking and access to Ritz Carlton services including room service, health club, pool, restaurants and bar.   There are two parcel numbers for units 6507 and 6506.  17-03-226-065-1219 and 17-03-226-065-1218.		Central Air, Zoned	Electric, Radiant			No	Oven-Double, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator, Street Lights, Street Paved	Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	LIEBERMAN MANAGEMENT	PATRICIA SALINSKI	(312) 337-5303				Carpet	Carpet	Carpet			Hardwood		Carpet	Hardwood	Hardwood	Full	Carpet	21X14	15X14	15X13	19X15	30X17	32X16	22X18	21X11	Sitting Room, Foyer, Walk In Closet, Bar, Other, Bonus		Separate		10/04/2016				
AT	180	E	Pearson	ST	4403	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo, High Rise (7+ Stories)	72	1975	09348924	ACTV		1150000	1100000		1100000					190	190	17032260651080				10717.53	Homeowner, Senior	2015	1473	No		No	No		44		1775	Other				N (North), E (East), Lake/Water	5	2	2	0	2	0	2		1	Attached	None	None	Recently renovated 2 bedroom, 2 bath, 1775 SQFT condo with stunning lake views at Water Tower. Hardwood floors, organized closets, and custom built-ins throughout. Lake views from living, dining, master, and 2nd bedrooms. Graciously sized master suite with walk-in closet. Master bath features a Kohler soaking bath, dual vanity, separate shower, and private commode. Separate laundry room large enough for additional storage. Top amenity building features access to the Carlton Club and Spa at the Ritz, 24 hour doorman, onsite management and engineer, onsite garage parking (valet or self-park).	SEE "ADDITIONAL INFORMATION" FOR FLOOR PLAN, DISCLOSURES, BOARD REQUIREMENTS.		Central Air	Electric, Forced Air, Radiant		Laundry Hook-Up in Unit, Storage	No	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer		Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Park/Playground, Pool-Indoors, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Internet Access	LIEBERMAN	JEFFREY HOOSIN	(312) 337-5303		Yes							Hardwood				Hardwood	Full		15X11			16X13	15X20	10X14		11X13	Foyer				09/22/2016				
RN	180	E	Pearson	ST	4403	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo, High Rise (7+ Stories)	72	1975	09348936	ACTV										190	190														44		1775	Other					5	2	2	0	2	0	2		1	Attached	None	None	Fully furnished, recently renovated 2 bedroom, 2 bath, 1775 SQFT condo with stunning lake views at Water Tower. Hardwood floors, organized closets, and custom built-ins throughout. Lake views from living, dining, master, and 2nd bedrooms. Graciously sized master suite with walk-in closet. Master bath features a Kohler soaking bath, dual vanity, separate shower, and private commode. Separate laundry room large enough for additional storage. Top amenity building features access to the Carlton Club and Spa at the Ritz, 24 hour doorman, onsite management and engineer, onsite garage parking (valet or self-park).	SEE "ADDITIONAL INFORMATION" FOR FLOOR PLAN, DISCLOSURES, AND BOARD REQUIREMENTS		Central Air	Electric, Radiant, Zoned		Laundry Hook-Up in Unit, Storage	No			Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Park/Playground, Pool-Indoors, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved		LIEBERMAN	JEFFREY HOOSIN	(312) 337-5303				Hardwood										Full		15X11			16X13	15X20	10X14		11X13	Foyer				09/22/2016				
AT	180	E	Pearson	ST	5606	Chicago	Illinois	60611	8008	Cook	WATER TOWER RESIDENCES	299	299	250	Condo, High Rise (7+ Stories)	74	1975	09344180	ACTV		1995000	1995000		1995000					264	196	17032260651164				19312	Homeowner	2015	2526	No		No	No		56		2754	Other				S (South), W (West)	6	3	3	0	3	1	3.1		1	Attached	None	None	Elegantly renovated 3br 3.5 bath home with beautiful walnut stained hardwood floors. Chefs kitchen top of the line Bosch and Sub Zero appliances. Separate wine cooler. Wet bar, Large laundry room, sleek black granite floors. Remote controlled solar shades. Enjoy living in luxury with all the amenities of the Ritz Carlton including room service. Water Tower is the place to be on Michigan Avenue. OVER 20MIL IN RESERVE.	Sale excludes dining room fixture, 3 hall fixtures, and A/V Equipment.		Central Air, Zoned	Electric, Radiant, Indv Controls			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Elevator, Storage, Health Club, On Site Manager/Engineer, Party Room, Pool-Indoors, Receiving Room, Restaurant, Valet/Cleaner, Business Center	Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal, Other, Wi-Fi, Internet Access	Lieberman Management	Patricia Salinski	(312) 337-5303												Granite		Full		15X14	14X12		17X16	32X17	22X10		16X15	Gallery, Foyer		Separate		09/16/2016				
RN	180	E	Pearson	ST	4803	Chicago	Illinois	60611	8008	Cook		299	299	260	Condo	72	1975	09376852	PEND										149	149														48		1775	Estimated	0		0		5	2	2	0	2	0	2		2	Attached	None	None	Brand new unit at the Water Tower Residents of Ritz Carlton. Completely renovated , 2 bedroom/2 full baths, fabulous north views of the lake and shoreline. New Beautiful hardwood throughout, customized lighting, state-of-the-art kitchen with generous storage, top of the line appliances include wine refrigerator, drop-in sink.  Full size washer/dryer in laundry room. A beautiful property! Top amenity building features Carlton Club and spa at the Ritz, 24 hour doorman, onsite management and on-site garage parking. Near shopping, restaurants, transportation, the Lake, etc.	Parking is available for lease separately from the building.		Central Air	Electric			No					Liberman	Jeffrey Hoosin	(312) 337-5303x0000														None		15X11			16X13	20X15	14X10		13X11	Foyer				10/27/2016	03/24/2017	03/24/2017		
