TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage
AT	1560	N	sandburg	TER	3905	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo		1970	07140045	CLSD		214900	187000	187000	204900	Conventional	N/A	91%	87%	44	44	17042070871196				2101	None	2007	349	No		No			39		630					N (North), S (South), W (West), City	3	1	1	0	1		1				None		One of a kind Jr 1 brm with 39th floor city view.  French doors   leading to bedroom.  Real hardwood floors.  Granite/stainless  kitchen with dishwasher.  Marble bathroom with whirlpool bath.  Unit is 630 sq ft whereas the other Sandburg bldgs Jr's   are 500 sq ft.  Central air   washer/dryer allowed in units.  Immed heated indoor pking $130.  2 Olympic size pools and outdoor tennis club.  MUST SEE VIEWS		1	Central Air	Electric				Oven/Range, Microwave, Dishwasher, Refrigerator			Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				75											Hardwood	Hardwood	None	Carpet				11X8	14X10	10X7							02/19/2009	04/03/2009	04/03/2009	06/29/2009	
AT	1560	N	SANDBURG	TER	2915	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo, High Rise (7+ Stories)		1970	07149538	CLSD		419900	387000	387000	409900	Conventional	N/A	94%	92%	47	47	17042070871505	No			3627		2007	817	No		No			29		0	Not Reported				N (North), E (East), W (West), City, Lake/Water, Park	5	2	2	0	2		2		1	Attached	None	None	BEST VALUE IN THE GOLD COAST!  BREATHTAKING, UNOBSTRUCTED SKYLINE VIEWS EAST TO LAKE, PARK & CITY. MOVE RIGHT IN! ELEGANT PERFECTION & CLASSICALLY STYLED NW CORNER SPLIT 2 BR / 2 BATH w/ BALCONY AT THE JAMES HOUSE. COMPLETELY RENOVATED KITCHEN w/ GRANITE COUNTERS & PASSTHRU TO LIVING RM.  MARBLE FOYER, KITCHEN & HALLWAYS.  HEAT, A/C & CABLE INCLD IN ASMT. PARKING $145/MO. FULL AMEN BLDG. BRING YOUR OFFERS!	James House is the newest structure in the Sandburg community with lower assmt, better views & best building.  The greatest appreciation as well!		Central Air	Forced Air				Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Pool-Outdoors, Receiving Room, Tennis Court/s	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet					Carpet			Marble	Carpet	Full	Carpet	16X11			15X12	19X16	10X08		10X08			Combined w/ LivRm	Balcony, Storms/Screens, End Unit	03/02/2009	04/17/2009	04/17/2009	05/20/2009	
AT	1560	N	SANDBURG	TER	1204	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo, High Rise (7+ Stories)		1970	07429900	CLSD		259900	220000	220000	239900	Conventional	N/A	92%	85%	43	43	17042070871130				2935.06	Homeowner	2008	525	No		No			12		830					E (East), Lake/Water, Park	3	1	1	0	1		1		1	Attached	None		Amazing east views of lake & city! Large true one bed at coveted James House. Beautifully updated kitchen w/ granite breakfast bar open to huge living/dining space. Bath w/ large walk-in shower & gorgeous tile. Spacious east-facing balcony w/ stunning views. Gold Coast location steps the beach, transport, restaurants & shops. Building: rooftop deck, laundry rm, work out rm, 24 hr doorman, pool & on-site leased prking	Amazing E views in this true, up-graded 1 br in newest bldg in Sandburg Village. SELLER TO PAY FOR BRAND NEW WINDOWS! PROJECT DECIDED ON AND WILL START SOON. CAN INSTALL W/D IN-UNIT		Central Air	Forced Air		Laundry Hook-Up in Unit, Storage	No	Oven/Range, Microwave, Dishwasher		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Security Door Locks, Service Elevator, Tennis Court/s, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal															Ceramic Tile	Carpet	None	Carpet				15X11	19X18	11X09					Combined w/ LivRm	Balcony, Storms/Screens	02/01/2010	03/15/2010	03/15/2010	04/27/2010	
AT	1560	N	Sandburg	TER	2905	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo, Studio		1970	07315396	CLSD		170900	149000	149000	149900	FHA	N/A	99%	87%	68	68	17042070871186	No			1106.87	Homeowner	2007	331	Yes		No			29		650					W (West), City	2	0	0	0	1		1		1		None		ESTATE SALE! MUST SELL! Perfect 'in-town' place or investment property in Gold Coast. Huge (650 SF) Convert. studio with panoramic West views from 29th floor. Walk-in closet, new carpet, fresh paint. Gold Coast, Lincoln Pk & Old Town @ your door! In addition to better-than-Short Sale price, SELLER WILL PAY SPECIAL ASSESSMENTS  for WINDOW PRJCT(12K) AT CLOSING. It is really an amazing deal!	Seller will pay special assessments (window installation project) worth of 12K at the closing!! Bring all offers! Available right away.		Central Air	Forced Air				Oven-Double, Oven/Range, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Sundeck, Pool-Outdoors, Receiving Room, Service Elevator, Tennis Court/s	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				80	Yes								TV-Cable, Security System		Ceramic Tile	Carpet	None						21X14	07X10							09/02/2009	11/08/2009	11/08/2009	12/17/2009	
AT	1560	N	SANDBURG	TER	2211	Chicago	Illinois	60610	8008	Cook	Sandburg Village	299	299	520	Condo		1964	07318570	CLSD		235000	215000	215000	235000	Conventional	N/A	91%	91%	96	44	17042070871419	No			2787.45	Homeowner	2008	502	No		No			22		830					W (West)	3	1	1	0	1		1	0	1		None		Absolutely beautiful west-facing home on high floor in James House with largest floorplan. Kit w/maple cabinetry, s/s appliances, & large full pass-thru to LR. Huge LR w/oversized private balcony w/unobstructed views. Newer bth w/maple vanity, corian counters, & tiles. Large mbr includes amazing closet space. This home shows like a model and is ready to move in to. Gar pkn $140/mth no wait. Great unit!	Can add w/d in unit! Parking in garage for $140/mth valet no wait list and can accomodate multiple cars.  TENANT OCCUPIED 48 HOURS NOTICE REQUIRED. NO FRIDAY EVENING OR SATURDAY MORNING SHOWINGS.  LEASE HAS 75 DAY CANCELLATION CLAUSE.		Central Air	Forced Air, Hot Water/Steam				Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Pool-Outdoors, Receiving Room	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger					Yes										Hardwood	Carpet	None	Carpet				15X11	19X17	11X09						Balcony	09/08/2009	10/21/2009	10/21/2009	12/07/2009	
AT	1560	N	Sandburg	TER	3403	Chicago	Illinois	60610	8008	Cook		299	299	520	High Rise (7+ Stories)		1971	07431939	CLSD		250000	222000	222000	250000	Conventional	N/A	89%	89%	123	123	17042070871111				3171.75	None	2008	525	No		Unknown			34		830					W (West)	3	1	1	0	1		1		1	Attached	None	None	Large one bedroom with balcony at most desirable Sandburg Village building. Endless West views of city and gorgeous sunsets. Unit has newer kitchen and bath and lots of closet and storage space. Building amenities include doorman, receiving room, exercise room, outdoor pool and tennis courts. Leased parking is $140 per month. Fantastic location, close to bus and El or a short walk to everything.			Central Air	Forced Air, Hot Water/Steam			No	Oven/Range, Dishwasher, Refrigerator		Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Service Elevator, Tennis Court/s	Heat, Water, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal															Ceramic Tile	Hardwood	None	Carpet				16X11	20X18	11X08			Balcony		Combined w/ LivRm		02/02/2010	06/04/2010	06/04/2010	07/30/2010	
AT	1560	N	SANDBURG	TER	4001	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo		1970	07322927	CLSD		475000	390000	390000	450000	Conventional	N/A	87%	82%	116	116	17042070871037				5152.82		2007	855	No		No			40		0	Not Reported				S (South), E (East), W (West), City, Lake/Water	5	2	2	0	2		2		1		None		RARELY AVAILABLE UPGRADED 2B/2B CORNER UNIT AT JAMES PLACE ENJOY BREATHTAKING VIEWS OF LAKE & CITY SKYLINE FROM THIS DESIRABLE HIGH FLOOR UNIT. RECENTLY RENOVATED UNIT FEATURES NEW OPEN KIT W/ SS KITCHAID APPLS,42" CINNAMON CABS,1 1/4 GRANITE CTRTOPS,MARBLE BTHS,GORGEOUS HDWD FLRS, UPDATED ELECTRIC,IN-UNIT W/D,GENEROUS ROOM SIZES,FAB STORAGE & PRIV BALCONY.OPPTY TO BUY ADJ 1 BED UNIT (4003) TO CREATE 2100+SQFT 3B/3B.			Central Air	Electric		Hardwood Floors, Laundry Hook-Up in Unit		Oven-Double, Oven/Range, Microwave, Dishwasher, Dishwasher-Portable, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, On Site Manager/Engineer, Sundeck, Pool-Outdoors, Receiving Room, Service Elevator	Heat, Air Conditioning, Water, Common Insurance, Security, Security System, TV/Cable, Exercise Facilities, Scavenger, Snow Removal							Carpet					Hardwood			Other	Hardwood	Full	Carpet	13X12			17X12	18X16	10X08		12X9			Separate	Balcony, End Unit	09/11/2009	01/04/2010	01/04/2010	02/26/2010	
AT	1560	N	SANDBURG	TER	2404	Chicago	Illinois	60610	8008	Cook	SANDBURG VILLAGE	299	299	520	Condo, High Rise (7+ Stories)		1970	07377266	CLSD		284900	270000	270000	284900	FHA	N/A	95%	95%	99	99	17042070871141	No			2531	Homeowner	2008	545	Yes		Unknown			24		850					E (East), Lake/Water, Park	3	1	1	0	1		1		2	Attached	None		UNOBSTRUCTED EAST LAKE, PARK, BEACH VWS. COMPLETELY RENOVATED. OAK HRDWD FLRS & NEW LIGHTING THROUGHOUT. NEW KITCHEN W/ GRANITE, KRAFTMAID CABINETS, STAINLESS STEEL APPLIANCES. NEW BATH ALSO GRANITE & KRAFTMAID CABINETS. 19' BALCONY EXTENDS FULL WIDTH OF LIVING ROOM. EXCELLENT CLOSET SPACE INCLUDES WALK-IN. FHA/VA APPROVED. PET FRIENDLY. NO WAIT HEATED GARAGE & GUEST PKG. WASHER/DRYER PERMITTED IN UNIT. 850SF.	WEBSITE FOR BUILDING: jameskilmercondo.org		Central Air	Gas		Hardwood Floors, Storage	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Security Door Locks, Service Elevator, Tennis Court/s, Valet/Cleaner, Curbs/Gutters, Gated Entry, Sidewalks, Street Lights, Street Paved, Other	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Other	DRAPER & KRAMER		(312) 654-1560										TV-Cable, Intercom, CO Detectors		Hardwood	Hardwood	None,Full	Hardwood				16X11	19X18	11X9		COMBO			Combined w/ LivRm	Balcony, Storms/Screens	11/10/2009	02/16/2010	02/16/2010	03/30/2010	
AT	1560	N	Sandburg	TER	2305	Chicago	Illinois	60610	8008	Cook		299	299	520	Condo, Studio		1970	07422462	CLSD		177000	175000	175000	177000	Conventional	N/A	99%	99%	95	95	17042070871185				1948		2008	343	No		Yes			23		650					W (West)	3	0	0	0	1		1		1		None		Huge convertible studio with panoramic sunset views from the 23rd floor! Unit features new hardwood floors & custom Elfa walk-in closet. Gorgeous open kitchen w/ granite countertops, maple cabinets & breakfast bar. Bathroom updated w. marble vanity & glass shower door! Amenities include 2 pools, tennis courts & fitness room! Amazing location in the heart of the Gold Coast/Lincoln Park!	Fax offers to 312-256-2025.		Central Air	Electric		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Pool-Outdoors, Receiving Room, Security Door Locks, Service Elevator, Tennis Court/s, Valet/Cleaner	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal					Yes										Hardwood	Hardwood	None						21X14	7X10		COMBO					01/22/2010	04/26/2010	04/26/2010	07/06/2010	
AT	1560	N	SANDBURG	TER	303	Chicago	Illinois	60610	8008	Cook	SANDBURG VILLAGE	299	299	520	Condo, High Rise (7+ Stories)		1971	07421709	CLSD		229000	210000	210000	219000	Conventional	N/A	96%	92%	93	93	17042070871081				2493	Homeowner	2008	453	No		No			3		0	Not Reported				W (West), City	3	1	1	0	1		1		1	Attached	None		SPACIOUS ONE-BEDROOM UNIT W/NEWER KITCHEN & BATH, SS APPLIANCES, GRANITE COUNTERTOPS. OTHER UNIT FEATURES INCLUDE LOTS OF STORAGE, PRIVATE BALCONY, GLEAMING HARDWOOD FLOORS, UPDATED TRAC LIGHTING IN LIVING/DINING. BUILDING AMENITIES INCLUDE OUTDOOR POOL & TENNIS, RECENTLY REDECORATED ROOFTOP PARTY ROOM, STORAGE & BIKE ROOMS, IDEAL LOCATION NEAR LAKE, SHOPPING AND BUS/TRAIN.	SELLER WILL PAY UP-COMING SPECIAL ASSESSMENT. GREAT UNIT FOR FIRST-TIME HOME BUYER! BUILDING IS FHA APPROVED.		Central Air	Forced Air		Elevator, Hardwood Floors, Storage	No	Oven-Double, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Party Room, Pool-Outdoors, Receiving Room, Service Elevator, Tennis Court/s	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal												Hardwood			Hardwood	Hardwood	None	Carpet				11X16	18X20	09X11		COMBO			Combined w/ LivRm	Balcony, Deck, Storms/Screens	01/21/2010	04/23/2010	04/23/2010	06/02/2010	
