TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage	List Office Nm	LO	List Agent	LAG	Co-list Nm	Co-Lister	List Off. Ph.	List Dt Rcvd	List Agent Ph.	Selling Off. Nm	SO	Selling Agent	SAG	Selling Agent Ph.	Coop Comp	SCI
AT	3200	N	LAKE SHORE	DR	1904	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo, High Rise (7+ Stories)		1971	07272648	CLSD		325000	290000	290000	300000	Conventional	N/A	97%	89%	160	160	14213140481169	No			2556.43	Homeowner, Senior	2007	739	No		No			19		0	Not Reported				E (East), W (West), City, Lake/Water	5	2	2	0	2		2	0	2	Attached	None	None	Highly desirable tier with private east-facing balcony in Lakeview’s Harbor House. Breathtaking views of Belmont Harbor and Lake Michigan from living room, dining room, and balcony.  City views and sunsets from both bedrooms. En suite master bedroom. Large kitchen with breakfast area, abundant cabinets, and pantry.  Dual zoned central heat/AC. Generous closet space.  Full amenity, pet-friendly building.			Central Air, Zoned	Forced Air, Hot Water/Steam, 2+ Sep Heating Systems, Zoned				Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Sauna, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Other	Sudler Property Management			87	Yes		Carpet					Carpet	TV-Cable, CO Detectors		Ceramic Tile	Carpet	Full	Carpet	13X12			14X14	19X14	14X12		11X10	Balcony, Foyer		Separate	Balcony, Storms/Screens, Door Monitored By TV	07/15/2009	12/21/2009	12/21/2009	01/29/2010		Coldwell Banker Residential	10115	Linda Goldman, CRS	142343	 		(312) 266-7000	07/15/2009	(312) 799-2830	Avenue 1 Realty Group	16548	John Sena	149254	(708) 516-8922	2.5%-250	None
AT	3200	N	LAKE SHORE	DR	1701	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo, High Rise (7+ Stories)		1966	07270872	CLSD		359000	325000	325000	359000	Conventional	N/A	91%	91%	26	26	14213140481144	Yes		.34	2993		2007	787	No		No			17		1250					E (East)	5	2	2	0	2		2	0	1	Attached	None	None	THIS BEAUTIFUL CITY HOME FEATURES SMASHING EAST LAKE VIEWS FROM LIVING ROOM/BALCONY AND WESTERN SUNSET VIEWS FROM BEDROOMS. A POPULAR END UNIT STYLE, UNIT 1701 IS THE LARGER OF THE TWO BR PLANS WITHIN THE BLDG. IN ADDITION THERE ARE PLEASING UPGRADES THROUGHOUT, NEUTRAL INDECOR. BLDG HAS IT ALL-LARGE EXERCISE ROOM, INDOOR POOL, GREAT LOCATION.			Central Air	Gas, Forced Air						Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Pool-Indoors, Receiving Room, Service Elevator, Valet/Cleaner, Curbs/Gutters, Gated Entry, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Common Insurance, Security, TV/Cable, Exercise Facilities, Pool, Lawn Care, Scavenger, Snow Removal				90			Carpet					Hardwood	TV-Cable		Hardwood	Hardwood	Full	Carpet	14X12			15X11	19X14	11X8		11X10	Gallery		Separate	Storms/Screens	07/14/2009	08/08/2009	08/08/2009	09/20/2009		@properties	17665	Vicky Keene	129762	Colleen Burke	115775	(312) 506-0200	07/14/2009	(312) 919-0014	Baird & Warner	10273	Mary Nack	105555	(773) 837-7008	2.5%-$250	None
AT	3200	N	LAKE SHORE	DR	709	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo, High Rise (7+ Stories)		1967	07166090	CLSD		149900	149900	149900	149900	Conventional	C	100%	100%	12	12	14213140481053				2519.27	Homeowner	2007	488	No		No			7		900					W (West)	3	1	1	0	1		1		1	Attached	None		FORECLOSURE OPPORTUNITY ON LARGE 1/1 UNIT. JUST A FEW TOUCHES NEEDED, BUT IT’S 90% REHABBED . NEW HRDWD FLRS THRUOUT, NEW KIT CABS, NEW BATHROOM.  UNIT NEEDS KITCHEN COUNTERTOP AND APPLIANCES.  GREAT WEST EXPOSURE IN FAB FULL AMENITY BLDG, INCL IN-DOOR POOL, GYM, GARAGE 24/7 DOOR STAFF. CHECK THE COMPS… THIS IS A DEAL!	Subject to Court Approval. SUBJECT TO COURT APPROVAL. SOLD AS IS. BANK ADDENDUMS REQUIRED. EARNEST MONEY MUST BE IN CERTIFIED FUNDS. COMMISSION IS PAID ON NET SALES MINUS CONCESSIONS.		Central Air	Gas, Forced Air		Hardwood Floors				Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Security Door Locks, Service Elevator, Curbs/Gutters, Gated Entry, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Other													TV-Cable, Intercom		Hardwood	Hardwood	None,Shared	Hardwood				16X12	26X18	09X07		COMBO			Combined w/ LivRm	Storms/Screens	03/20/2009	03/31/2009	03/31/2009	05/08/2009		Coldwell Banker Residential	10115	Lisa Kay	104777	 		(312) 266-7000	03/20/2009	(312) 447-6848	@properties	16379	Colleen Burke	115775	(773) 552-7900	2.5%-150	Court Approval Required
AT	3200	N	LAKE SHORE	DR	2611	Chicago	Illinois	60657	8006	Cook	HARBOR HOUSE	299	299	278	Condo, High Rise (7+ Stories)		1968	07167915	CLSD		439000	405000	405000	439000	Conventional	N/A	92%	92%	148	148	14213140481253	No			3914	None	2007	728	No		No			26		0	Not Reported				N (North), E (East)	5	2	2	0	2		2		1	Attached	None	None	*Newly rehabbed corner 2BD/2BA w/beautiful Belmont Harbor, Lake & Wrigley views* High ceilings* High end finishes & window treatments* Kitchen - granite, stainless steel appliances* In-unit W/D* Large private balcony* Marble baths* New Brazilian Cherry hardwood floors* New doors* New lighting* Parking* Pet friendly* Full amenity building : exercise room, indoor pool, party room, sundeck, 24 hour doorman*			Central Air	Gas, Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer		Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Pool-Indoors, Receiving Room, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				87													Full		13X12			16X11	20X14	09X06		12X11			Separate	Balcony, Storms/Screens, End Unit	03/23/2009	08/17/2009	08/17/2009	09/28/2009		Berkshire Hathaway HomeServices KoenigRubloff	14035	Scott Rife	105030	 		(773) 687-4663	03/23/2009	(312) 368-3286	Koenig & Strey Real Living	18955	Ashley Carter	104618	(773) 290-5200	2.5% - $295	None
AT	3200	N	LAKE SHORE	DR	2605	Chicago	Illinois	60657	8006	Cook	HARBOR HOUSE	299	299	278	High Rise (7+ Stories)		1966	07188454	CLSD		515000	445000	445000	499000	Conventional	N/A	89%	86%	99	99	14213140481247				5448.50	Homeowner	2007	999	No		No			26		1800					E (East), W (West), City, Lake/Water	6	3	3	0	2		2		2	Attached	None	None	Enjoy magnificent East views of Lake Michigan & Belmont Harbor plus sunset views to the West from this 1800 sqft home. This unique floor plan with sunken living rm offers 3BR's, separate dining rm, granite kitchen, private balcony & in-unit washer/dryer. A full amenity pet-friendly bldg w/24 hour doorstaff, indoor pool & garage parking.	24 HOUR NOTICE PLEASE		Central Air	Gas, Forced Air		Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal																	Full		13X12	13X12		16X12	19X14	13X08		12X10			Separate	Balcony, Storms/Screens	04/15/2009	07/22/2009	07/22/2009	09/01/2009		Berkshire Hathaway HomeServices KoenigRubloff	14035	Andy Gersten, GRI	115059	 		(773) 687-4663	04/15/2009	(312) 508-3980	Coldwell Banker Residential	12198	Anne Laughlin	103769	(773) 255-0651	3% - $295	Variable
AT	3200	N	Lake Shore	DR	707	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo		1966	07196526	CLSD		424000	375000	375000	381000	Conventional	N/A	98%	88%	403	268	14213140481051				5448.50	None	2007	925	No		Yes			7		1800					E (East), W (West), City, Lake/Water	6	3	3	0	2		2		2	Attached	None	None	Enjoy breathtaking panoramic views of the lake and Belmont Harbor from this spacious 3BR/2Bath condo. Unit features Brazilian cherry hardwood floors, central A/C, sunken LR, large bedrooms, generous closet space, private balcony.  Amenities include: 24hr doorman, indoor pool, sundeck, salon/spa, and fitness room. Easy access to lake, public transportation, restaurants, and shopping.  Leased garage parking available.	CONDO ASSN ALLOWS INSTALLATION OF IN-UNIT WASHER/DRYER.		Central Air	Gas, Forced Air		Hardwood Floors		Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Sauna, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Water, Gas, Common Insurance, Doorman, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Hardwood	Hardwood				Hardwood	TV-Cable		Ceramic Tile	Hardwood	Y	Hardwood	13X12	13X12		16X12	19X14	13X08		12X10			Separate	Balcony	04/23/2009	01/15/2010	01/15/2010	02/25/2010		Prudential Rubloff	15758	Jaimee Holbrook, e-PRO	174878	 		(773) 572-7400	04/23/2009	(773) 572-7544	Baird & Warner	10274	Steven Heilig	176348	(312) 307-1855	2.5-$295	None
AT	3200	N	LAKE SHORE	DR	2102	Chicago	Illinois	60657	8006	Cook	HARBOR HOUSE	299	299	278	Condo, High Rise (7+ Stories)		1966	07283803	CLSD		356000	300000	300000	317993	Cash	N/A	94%	84%	362	362	14213140481189	No		.04	4100	None	2008	754	No		No			21		1250					E (East), Lake/Water	5	2	2	0	2		2	0	1	Attached	None	None	BREATHTAKING HARBOR & LAKE VIEWS ARE YOURS FROM EVERY ROOM! EAST-FACING UNIT FEATURES SPLIT TWO BR PLAN,DOUBLE SINKS IN KIT. &MST. BATH.NEW SLEEK GOURMET KITCHEN HAS CORIAN COUNTERS, GRANITE BACK SPLASH & FLOORING,SS APPS. RENOVATED BATHROOMS ARE MARBLE. STACKABLE WASHER/DRYER.LOADS OF CLOSETS! IMMACULATE MOVE- IN CONDITION WITH SPECTACULAR UPGRADES!FULL AMENITY BUILDING.VALET PARKING.$38,000 PRICE REDUCTION!!	AMAZING REHABBED UNIT!!!  EASY TO SHOW CALL MIKE		Central Air	Gas, Forced Air		Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				90													Full		16X12			16X12	16X16	11X08		10X11			Separate	Balcony	07/27/2009	07/23/2010	07/23/2010	08/31/2010		Gold Coast Realty Chicago	14524	Mike Kravitz	131772	 		(312) 280-9600	07/28/2009	(312) 848-5140	City View Realty	14610	Paul Ahlatis	112320	(773) 968-7808	2.5% - 295	None
AT	3200	N	LAKE SHORE	DR	2505	Chicago	Illinois	60657	8006	Cook	HARBOR HOUSE	299	299	278	Condo, High Rise (7+ Stories)		1966	07276498	CLSD		449000	420000	420000	449000	Conventional	N/A	94%	94%	333	78	14213140481236	No			4347.31	Homeowner	2008	999	No		No			25		0	Not Reported				E (East), W (West)	6	3	3	0	2		2		1		None	None	*Gorgeous views of Belmont Harbor & Lake Shore Drive from this 3BR/2BA home at Harbor House* Balcony* Beautiful faux painted walls in LR* Formal mirrored DR* Hardwood floors* High ceilings* Newer carpeting & window treatments* Newer double windows/UVA protection* Sunken LR* Updated kitchen - newer appliances, beautiful flooring* Indoor heated garage parking* Full amenity bldg: indoor pool, exercise, party rms, dr man	24 HOUR NOTICE		Central Air	Gas, Forced Air		Hardwood Floors		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				87	Yes								TV-Cable, Intercom				Full		13X12	13X12		16X12	19X14	13X08		12X10			Separate	Balcony, Storms/Screens	07/20/2009	10/05/2009	10/05/2009	12/02/2009		Berkshire Hathaway HomeServices KoenigRubloff	14035	Scott Rife	105030	 		(773) 687-4663	07/20/2009	(312) 368-3286	Coldwell Banker Residential	12198	Anne Laughlin	103769	(773) 255-0651	2.5% - $295	None
AT	3200	N	Lake Shore	DR	1908	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo		1966	07266346	CLSD		385000	345000	345000	385000	Conventional	N/A	90%	90%	27	27	14213140481173				2731.22		2007	685	No		No			19		0	Not Reported				E (East), W (West), Lake/Water, Park	5	2	2	0	2		2		2	Attached	None	None	Incredible lake and harbor views from the 19th floor! Steps to the lake and flooded with light, unit shows impeccably well. Beautifully updated kitchen and baths with SS appls, granite and maple. Great floorplan w/ step-down LR and separate DR. Hdwd flrs thru-out, in-unit W/D, tons of closet space. Bldg has 24hr doorstaff, pool, exrcs rm, party rm, salon. Public transportation at your door.	Vacant, easy to show. Shows well! Residual special assessment from 2005 of $205.54/month thru August 2010.		Central Air	Hot Water/Steam		Storage		Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Pool-Indoors, Security Door Locks, Service Elevator, Steam Room, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal				83			Hardwood					Hardwood			Hardwood	Hardwood	Full	Hardwood	14X11			15X11	19X14	12X10		10X10	Gallery		Separate	Balcony	07/08/2009	08/03/2009	08/03/2009	09/17/2009		Berkshire Hathaway HomeServices KoenigRubloff	14470	Amy Reynolds	104333	 		(312) 264-1200	07/08/2009	(312) 264-1262	Redfin Corporation	18705	Greg Whelan	133800	(312) 437-7500	2.5%-$250	None
AT	3200	N	Lake Shore	DR	805	Chicago	Illinois	60657	8006	Cook		299	299	278	Condo, High Rise (7+ Stories)		1966	07341769	CLSD		399000	355000	355000	380000	Conventional	N/A	93%	89%	204	204	14213140481060				5503	None	2008	999	No		Yes			8		1800					E (East), W (West), City, Lake/Water	6	3	3	0	2		2		2	Attached	None	None	ESTATE SALE! ENJOY MAGNIFICANT PANORAMIC VIEWS OF   LAKE MICHIGAN, BELMONT HARBOR & SUNSETS FROM THIS  BRIGHT & SPACIOUS 3BR.,2BA.,CONDO. GREAT FLOORPLAN  FEATURES: SUNKEN LIVING ROOM,SEPERATE DINING ROOM,  EAT-IN KITCHEN, LARGE BEDROOMS, PRIVATE BALCONY &  GREAT CLOSET SPACE. FULL AMENITY PET-FRIENDLY BLDG.  W/24 HR.DOORMAN, INDOOR POOL & SUNDECK,FITNESS RM,  SALON/SPA & GARAGE PARKING.	CONDO ASSN ALLOWS INSTALLATION OF IN-UNIT WASHER/DRYER.  GREAT LOCATION WALK TO LAKE,TRANSPORTATION,WRIGLEY FIELD,RESTAURANT'S & SHOPS.		Central Air	Gas, Forced Air		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Sauna, Security Door Locks, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet	Carpet				Carpet	TV-Cable		Wood Laminate	Carpet	Y	Carpet	13X12	13X12		16X12	19X14	13X08		12X10	Foyer		Separate	Balcony	10/05/2009	04/26/2010	04/26/2010	05/20/2010		Bear Kaufman Realty	10915	Steven Samuels	111411	 		(773) 868-0090	10/05/2009	(773) 610-3301	Shai Town Realty Group, Inc.	84069	Michael Shekhed	104499	(847) 609-7739	2.5-250	None
