TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage
AT	1235	S	Prairie	AVE	1407	Chicago	Illinois	60605	8033	Cook		299	299	276	Condo, High Rise (7+ Stories)		2006	07135459	CLSD		298900	313000	313000	298900	Conventional	N/A	105%	105%	268	10	17221101251086	No			3597.18		2007	253	No		No			14		0	Not Reported				E (East), City, Park	5	1	1	0	1		1	0	1		None	None	Best deal @ Museum Park Tower IV.  One bedroom plus den w/private double balcony(24x5) in LR & BR. Stack-up Washer/Dryer in Unit. Kit w/granite countertop, upgraded GE appls, maple cabinets. Marble bath w/ceramic tile. Hardwood floors. Full Amenity Bldg. Longer Liv & Din Rm than plan 06 & 08. Parking additional $35K.	Measurements deemed reliable but not guaranteed.	1	Central Air	Gas, Forced Air, Indv Controls		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage		Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Security Door Locks, Service Elevator, Gated Entry, Sidewalks, Street Paved	Heat, Air Conditioning, Water, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Lawn Care, Snow Removal												Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet				14X11	25X14	10X08		COMBO	Foyer, Office		Combined w/ LivRm	Balcony	02/13/2009	02/22/2009	02/22/2009	03/31/2009	
AT	1235	S	Prairie	AVE	1004	Chicago	Illinois	60605	8033	Cook		299	299	205	Condo, High Rise (7+ Stories)		2006	07147160	CLSD		499900	498000	498000	499900	Conventional	F	100%	100%	520	14	17221101251047				6676.43		2007	531	No		Unknown			10		0	Not Reported				S (South), E (East), Lake/Water, Park	5	2	2	0	2		2		1	Attached	None		Fabulous 2 BR, 2 BA Condo with breathtaking views of Lake, Museum Campus. Hrdwd Flrs, Granite Counters, Stainless Appliances, Breakfast Bar, Office/Den, Master Bath w/ sep Shower, Custom lighting, Balcony and Deeded 2 Car Tandem Parking. Property sold “as is” with “as is” Rider needed. Taxes prorated 100%. Pre-Approval & copy of the Earnest Money Check must accompany all Offers.	Agent Co-Op Commission is 4% of Net Sale less $100. Admin Fee. (Purchase Price minus any Buyers Credits) Per Condo Act the purchaser of a property previously obtained thru a foreclosure sale may be liable for up to 6 months of assessments.		Central Air	Electric, Forced Air		Hardwood Floors, Laundry Hook-Up in Unit, Storage		Oven/Range, Microwave, Dishwasher, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Curbs/Gutters, Sidewalks, Street Paved	Heat, Air Conditioning, Water, Common Insurance, Doorman, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	11X13			17X13	15X25	10X09		COMBO	Den	Separate Shower	Combined w/ LivRm	Balcony	02/25/2009	03/10/2009	03/10/2009	04/13/2009	
AT	1235	S	PRAIRIE	AVE	2705	Chicago	Illinois	60605	8033	Cook		299	299	276	High Rise (7+ Stories)		2006	07146411	CLSD		505000	495000	495000	505000	Conventional	N/A	98%	98%	90	1	17221101251201	Yes		.35	NEW	None	2007	579	No		No			27		1485					S (South), W (West)	5	2	2	0	2		2	0	1	Attached	None	None	This is the BEST DEAL on 2 BR in this building!!Breathtaking views in this southwest corner unit with 2 bedrooms + den.   Features incl floor to ceiling windows, split floor plan, gourmet kitchen, hardwood floors, and lux master suite w/marble bath & walk-in closets, designer ceiling fans, custom window coverings. Resort lifestyle at Museum Park includes gorgeous pool, exercise facility and party rooms! Parking $35K	Assessment includes parking assessment.  The views of from this unit are spectacular, and the floorplan is the pefect layout.  Don't miss it.		Central Air	Electric, Forced Air		Elevator, Hardwood Floors, Storage		Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		None, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Park/Playground, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Valet/Cleaner, Other	Heat, Air Conditioning, Common Insurance, Doorman, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet					Hardwood	Humidifier, TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	13X11			14X12	25X15	10X08		COMBO	Den, Enclosed Balcony, Great Room, Office, Other, Utility Room-1st Floor	Separate Shower	Combined w/ LivRm	Balcony, Private Entrance, End Unit	02/27/2009	02/27/2009	02/27/2009	06/26/2009	
DP	1235	S	PRAIRIE	AVE	G248	Chicago	Illinois	60605	8033	Cook	MUSEUM PARK			394			2007	07165062	CLSD		35000	34000	34000	35000	Conventional	N/A	97%	97%	29	29	17221101251534			0	484.47		2007	38			No														0									EXCELLENT HEATED DEEDED GARAGE SPACE IN TOWER 4. CLOSE TO ELEVATOR. PREMIUM END SPOT. WITH EASY ACCESS.	AGENT OWNED!	1																																								03/19/2009	04/16/2009	04/16/2009	04/30/2009	
AT	1235	S	PRAIRIE	ST	1108	Chicago	Illinois	60605	8033	Cook		299	299	276	Condo, High Rise (7+ Stories)		2006	07174146	CLSD		299900	275000	275000	293900	Conventional	N/A	94%	92%	226	45	17221101251000				3002.69		2007	238	No		No			11		924					W (West)	4	1	1	0	1		1				None		Best Priced 1BR in fabulous Museum Park! Fully upgraded unit. Deluxe kitch w/ 42" cherry-staind maple cabs, SS Appls, stone bcksplsh, undercab lghtng. Stone & mrble bath. Gorgeous hdwd floors, flr-to-clng windows. Mstr BR w/ custom organizd walk-in closet. Full-size W/D. Large balcony w/ sunset & city views. Full amenity bldg...24-hr drmn, pool, sundeck, Gym, Party Rm, Cafe & Cleanrs. Low assmts! Pkg avail for $35K.	Low Assessments ($235/mth). Condo is available immediately.		Central Air	Gas, Forced Air		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage		Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Door Person, Commissary, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Valet/Cleaner, Curbs/Gutters, Gated Entry, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Common Insurance, Doorman, Clubhouse, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal					Yes							Hardwood	Fire Sprinklers		Hardwood	Hardwood	None	Carpet				12X11	24X15	12X10		COMBO			Combined w/ LivRm	Balcony, Storms/Screens	03/30/2009	05/13/2009	05/13/2009	06/15/2009	
AT	1235	S	PRAIRIE	AVE	2303	Chicago	Illinois	60605	8033	Cook		299	299	276	High Rise (7+ Stories)		2006	07197699	CLSD		469900	400000	400000	469900	Cash	S	85%	85%	2	2	17221101251163	Yes		.35	6648.56	None	2007	567	No		No			23		1351					N (North), E (East)	5	2	2	0	2		2	0	1	Attached	None		Gorgeous lake and park views from this split 2br/2bth +den condo at Museum Park newest luxury building. Enjoy lake front living in luxury. “Short Sale” all offers subject to bank approval, 100% tax proration. 1 parking space included in price.	CC: Pursuant to Short Sale. PLEASE WRITE ALL OFFERS SUBJECT TO LENDERS APPROVAL, SOLD IN "AS IS" CONDITION, NO SURVEY OR TERMITE, 100% TAX PRO, FAX OFFERS TO 708 234-7074, COMMISSION WILL BE SPLIT 50/50 IF REDUCED. PLEASE USE 4.0 CONTRACT WITH SHORT SALE ADDENDUM, THX		Central Air	Electric, Forced Air		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage				None, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Park/Playground, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Valet/Cleaner, Other	Heat, Air Conditioning, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				100	Yes		Carpet					Hardwood	Humidifier, TV-Cable, Intercom, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	12X11			16X12	27X14	12X08		COMBO	Balcony, Den, Enclosed Balcony, Great Room, Office, Utility Room-1st Floor	Separate Shower	Combined w/ LivRm	Balcony, Private Entrance	04/21/2009	04/22/2009	04/22/2009	09/28/2009	
AT	1235	S	PRAIRIE	AVE	3202	Chicago	Illinois	60605	8033	Cook	MUSEUM PARK TOWER IV	299	299	272	Condo		2006	07197835	CLSD		349000	545000	545000	549000	Conventional	N/A	99%	156%	12	12	17221100290000	No			NEW	None	2007	600	No		No			32		1350					E (East)	5	2	2	0	2		2		1	Attached	None		2 BD 2 BATH CONDO MUSEUM PARK TOWER 4.AMAZING VIEW OFNLAKE.NO OBSTRUCTION.MUCH UPGRADED UNIT.DOUBLE BALCONIES,HARDWOOD FLOOR,CHERRY CABINETS,GRANITE COUNTER TOP,UPGRADED APPLIANCES.24 HOUR DOORMAN,POOL,FITNESS FACILITY AND CLUBHOUSE.WASHER/DRYER INCLUDED.1 GARAGE SPACES $35K ADD			Central Air	Gas, Forced Air		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage		Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Pool-Outdoors, Service Elevator, Sidewalks, Street Lights	Heat, Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal					Yes		Carpet					Hardwood	TV-Cable, Intercom, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	12X10			16X12	28X14	12X9			Balcony, Den		Combined w/ LivRm	Balcony	04/24/2009	05/05/2009	05/05/2009	06/08/2009	
AT	1235	S	PRAIRIE	AVE	3502	Chicago	Illinois	60605	8033	Cook	MUSEUM PARK	299	299	286	Condo, High Rise (7+ Stories)		2006	07283587	CLSD		649900	597500	597500	624900	Conventional	N/A	96%	92%	78	78	17221101251270				7135	None	2007	630	Yes		No			35		0	Not Reported				N (North), E (East)	6	2	2	0	2		2		2	Attached	None		AMAZING UNOBSTRUCTED VIEWS OF LAKE, PARK & NAVY PIER FROM THIS HIGH FLOOR 2BR/2BA+DEN CONDO IN ALL GLASS MUSEUM PARK TOWER 4. 9' CEILINGS, HW FLRS, KITCH FEAT 42' CABS & GRANITE W/LARGE BRKFST BAR. LRG MSTR W/ HIS & HERS WIC & MSTR BATH W/ SEP TUB/SHOWER & DBLE VAN,HUGE SWEEPING BALCONY W/ ENTRANCE FROM BR & LR,STORAGE.24HR DRMAN,POOL, FITNESS,PARTY RM,DRY CLEANERS,WALK TO EL.ATTACHED, HEATED 2 CAR TAND PKG ADDT $50K	ONLY TIER IN BUILDING WHERE  VIEWS HAVEN'T BEEN OBSTRUCTED BY NEW BUILDINGS. THESE AREN'T GOING ANYWHERE! WATCH NAVY PIER FIREWORKS WEEKLY!		Central Air	Gas		Hardwood Floors, Laundry Hook-Up in Unit, Storage		Oven-Double, Microwave, Dishwasher, Refrigerator-Bar, Washer, Dryer, Disposal, Freezer		Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Park/Playground, Party Room, Sundeck, Pool-Outdoors, Restaurant, Security Door Locks, Valet/Cleaner	Water, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	12X10			16X12	28X14	12X9		COMBO	Balcony, Den	Separate Shower, Double Sink	Combined w/ LivRm	Balcony	07/28/2009	10/13/2009	10/13/2009	11/17/2009	
AT	1235	S	Prairie	AVE	2702	Chicago	Illinois	60605	8033	Cook	MUSEUM PARK	299	299	286	Condo		2006	07398348	CLSD		539900	506500	506500	524900	Conventional	N/A	96%	94%	138	138	17221101251198	Yes			6745.30	None	2008	609	No		No			27		1280					E (East)	6	2	2	0	2		2		1	Attached	None		Premium unobstructed lake, park and pier views, Ohya firework views too! Jumbo 22x5 East facing balcony. The balcony is like an outdoor room. Awesome view 24/7. Overlooking pool, lake front, Grant Park, Museums, Navy Pier fireworks and Buckingham fountain . Upgraded cherry hardwood floors. His/her closets in the master bedroom. Raised Vanities in both baths. "Large" Garage parking space included in the price.	Great view. Great building. Great location. Great access to park and lake. Great price.		Central Air	Forced Air, 2+ Sep Heating Systems, Indv Controls		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	12X10			16X12	14X14	12X7		14X14	Office	Separate Shower, Double Sink	Combined w/ LivRm	Balcony, Deck, Storms/Screens, Door Monitored By TV	12/15/2009	05/01/2010	05/01/2010	06/15/2010	
AT	1235	S	Prairie	AVE	1001	Chicago	Illinois	60605	8033	Cook	MUSEUM PARK TOWER IV	299	299	276	Condo, High Rise (7+ Stories)	36	2006	08247571	CLSD		595000	585000	585000	595000	Conventional	N/A	98%	98%	39	39	17221101251044				7936.24	None	2011	632	No		No	No		10		1529	Builder				N (North), E (East)	7	2	2	0	2	0	2		1	Attached	None	None	FABUOLIS views of the lake, park & harbor. North-East Corner 2bd/2ba/Office w/floor-to-ceiling windows, balcony, SS appls, granite cntrs, cherry cabs, dark cherry flrs & marble master bath w/separate shower & tub. Plenty of upgrades. In-unit laundry. Parking additional $40K. Exercise room, pool, party room, bike rm, storage & 24hr drmn. This is a really a great unit and location.	Agent Owned		Central Air	Electric, Forced Air		Hardwood Floors, Laundry Hook-Up in Unit	No	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Outdoors, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Parking, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	None	None	(000) 000-0000	70			Carpet			40000		Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	12X11			16X14	15X25	14X08		COMBO	Breakfast Room, Office	Double Sink	Combined w/ LivRm	Balcony, Hot Tub, End Unit	01/11/2013	02/18/2013	02/18/2013	04/30/2013	
